Action Key,Process ID,Parent ID,Root Stage ID,Stage,Level #,Level Type,Action / Task,RACI Source ID,RACI Source Task,RACI Assignment Type,Responsible,Accountable,Consulted,Informed,Primary Swimlane,Gate,Recommended View,Status,Priority,AppSheet Show?,Original Row
4-8-3-2,4.8.3.2,4.8.3,4,Notice to Launch,4,Subtask,Notify In-Processing Hotel of Project Launch,4.8,Provide Hotel On-Site Leadership Contact,Inherited,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,357
4-8-4,4.8.4,4.8,4,Notice to Launch,3,Task,Confirm Internet Availability,4.8,Provide Hotel On-Site Leadership Contact,Inherited,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,358
4-8-4-1,4.8.4.1,4.8.4,4,Notice to Launch,4,Subtask,Confirm Room Setup Needs,4.8,Provide Hotel On-Site Leadership Contact,Inherited,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,359
4-8-4-2,4.8.4.2,4.8.4,4,Notice to Launch,4,Subtask,Notify Hotel of Project Launch,4.8,Provide Hotel On-Site Leadership Contact,Inherited,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,360
4-8-5,4.8.5,4.8,4,Notice to Launch,3,Task,Provide Hotel Room List,4.8,Provide Hotel On-Site Leadership Contact,Inherited,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,361
4-8-5-1,4.8.5.1,4.8.5,4,Notice to Launch,4,Subtask,Verify Contract has,4.8,Provide Hotel On-Site Leadership Contact,Inherited,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,362
4-8-6,4.8.6,4.8,4,Notice to Launch,3,Task,Room & Tax Prepaid Every Saturday,4.8,Provide Hotel On-Site Leadership Contact,Inherited,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,363
4-8-6-1,4.8.6.1,4.8.6,4,Notice to Launch,4,Subtask,Incidentals Turned Off,4.8,Provide Hotel On-Site Leadership Contact,Inherited,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,364
4-8-6-2,4.8.6.2,4.8.6,4,Notice to Launch,4,Subtask,Notify Damage on Day of,4.8,Provide Hotel On-Site Leadership Contact,Inherited,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,365
4-8-6-3,4.8.6.3,4.8.6,4,Notice to Launch,4,Subtask,Cancellation Policy – 24 hour prior or 6p day of arrival,4.8,Provide Hotel On-Site Leadership Contact,Inherited,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,366
4-8-6-4,4.8.6.4,4.8.6,4,Notice to Launch,4,Subtask,Cannot have attrition,4.8,Provide Hotel On-Site Leadership Contact,Inherited,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,367
4-8-6-5,4.8.6.5,4.8.6,4,Notice to Launch,4,Subtask,Free Wi Fi,4.8,Provide Hotel On-Site Leadership Contact,Inherited,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,368
4-8-6-6,4.8.6.6,4.8.6,4,Notice to Launch,4,Subtask,Rooms will be assigned by the onsite coordinator,4.8,Provide Hotel On-Site Leadership Contact,Inherited,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,369
4-8-6-7,4.8.6.7,4.8.6,4,Notice to Launch,4,Subtask,Free Parking,4.8,Provide Hotel On-Site Leadership Contact,Inherited,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,370
4-8-6-8,4.8.6.8,4.8.6,4,Notice to Launch,4,Subtask,7-10% Commissionable rate to Nexion,4.8,Provide Hotel On-Site Leadership Contact,Inherited,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,371
4-8-6-9,4.8.6.9,4.8.6,4,Notice to Launch,4,Subtask,Housekeeping must be done at least twice a week,4.8,Provide Hotel On-Site Leadership Contact,Inherited,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,372
4-8-6-10,4.8.6.10,4.8.6,4,Notice to Launch,4,Subtask,Meeting Space for the duration (10+ people),4.8,Provide Hotel On-Site Leadership Contact,Inherited,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,373
4-8-6-11,4.8.6.11,4.8.6,4,Notice to Launch,4,Subtask,Rolling Open (Large group as fly),4.8,Provide Hotel On-Site Leadership Contact,Inherited,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,374
4-8-6-12,4.8.6.12,4.8.6,4,Notice to Launch,4,Subtask,Transportation Activate Contracts,4.8,Provide Hotel On-Site Leadership Contact,Inherited,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,375
4-9,4.9,4,4,Notice to Launch,2,Process,Provide Bus Vendor Deployment Order,4.9,Provide Bus Vendor Deployment Order,Direct,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 4 - Deployment Readiness Approved,Process Record,Not Started,Normal,Yes,376
4-9-1,4.9.1,4.9,4,Notice to Launch,3,Task,Provide Pac Van Rental Deployment Order,4.9,Provide Bus Vendor Deployment Order,Inherited,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,377
4-9-2,4.9.2,4.9,4,Notice to Launch,3,Task,Determine if Easy Pass is Needed,4.9,Provide Bus Vendor Deployment Order,Inherited,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,378
4-9-2-1,4.9.2.1,4.9.2,4,Notice to Launch,4,Subtask,Ship Easy Pass w/Coord if needed,4.9,Provide Bus Vendor Deployment Order,Inherited,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,379
4-9-3,4.9.3,4.9,4,Notice to Launch,3,Task,Confirm all are picked up,4.9,Provide Bus Vendor Deployment Order,Inherited,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,380
4-9-3-1,4.9.3.1,4.9.3,4,Notice to Launch,4,Subtask,Receive Pics of Inside / Outside w/rental agreement,4.9,Provide Bus Vendor Deployment Order,Inherited,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,381
4-9-3-2,4.9.3.2,4.9.3,4,Notice to Launch,4,Subtask,Update Rental Doc w/Rental Assignment,4.9,Provide Bus Vendor Deployment Order,Inherited,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,382
4-9-3-3,4.9.3.3,4.9.3,4,Notice to Launch,4,Subtask,Provide Car / Van Confirmations,4.9,Provide Bus Vendor Deployment Order,Inherited,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,383
4-9-3-4,4.9.3.4,4.9.3,4,Notice to Launch,4,Subtask,Determine if rentals will be returned to one facility,4.9,Provide Bus Vendor Deployment Order,Inherited,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,384
4-9-3-5,4.9.3.5,4.9.3,4,Notice to Launch,4,Subtask,File Share & Reports,4.9,Provide Bus Vendor Deployment Order,Inherited,Travel,Project Mgt,Operations Field,VP of Ops,Travel,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,385
4-10,4.10,4,4,Notice to Launch,2,Process,Set up SharePoint folder,4.10,Set up SharePoint folder,Direct,Admin Operations,Project Mgt,Operations Field,VP of Ops,Operations Field,Gate 4 - Deployment Readiness Approved,Process Record,Not Started,Normal,Yes,386
4-10-1,4.10.1,4.10,4,Notice to Launch,3,Task,Share with client,4.10,Set up SharePoint folder,Inherited,Admin Operations,Project Mgt,Operations Field,VP of Ops,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,387
4-10-2,4.10.2,4.10,4,Notice to Launch,3,Task,Create daily Badging File,4.10,Set up SharePoint folder,Inherited,Admin Operations,Project Mgt,Operations Field,VP of Ops,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,388
4-10-3,4.10.3,4.10,4,Notice to Launch,3,Task,Create daily Rooster Report,4.10,Set up SharePoint folder,Inherited,Admin Operations,Project Mgt,Operations Field,VP of Ops,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,389
4-10-4,4.10.4,4.10,4,Notice to Launch,3,Task,HC: Invoice Deposit per contract,4.10,Set up SharePoint folder,Inherited,Admin Operations,Project Mgt,Operations Field,VP of Ops,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,390
4-11,4.11,4,4,Notice to Launch,2,Process,Payroll Setup HCM,4.11,Payroll Setup HCM,Direct,Payroll,COS,Operations Field,VP of Ops,Finance / Accounting,Gate 4 - Deployment Readiness Approved,Process Record,Not Started,Normal,Yes,391
4-12,4.12,4,4,Notice to Launch,2,Process,Assign On-Site / In-Processing Management Team,4.12,Assign On-Site / In-Processing Management Team,Direct,Director of Operations Field,Project Mgt,VP of Ops,VP of Ops,Operations Field,Gate 4 - Deployment Readiness Approved,Process Record,Not Started,Normal,Yes,392
4-13,4.13,4,4,Notice to Launch,2,Process,Identify Office Staff Availability,4.13,Identify Office Staff Availability,Direct,VP of Ops,Project Mgt,Director of Operations Field,VP of Ops,Operations Field,Gate 4 - Deployment Readiness Approved,Process Record,Not Started,Normal,Yes,393
4-13-1,4.13.1,4.13,4,Notice to Launch,3,Task,Verify Margins on Office Staff Field Rate,4.13,Identify Office Staff Availability,Inherited,VP of Ops,Project Mgt,Director of Operations Field,VP of Ops,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,394
4-13-2,4.13.2,4.13,4,Notice to Launch,3,Task,Provide Office Team Deployment Rate,4.13,Identify Office Staff Availability,Inherited,VP of Ops,Project Mgt,Director of Operations Field,VP of Ops,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,395
4-13-3,4.13.3,4.13,4,Notice to Launch,3,Task,HC: Identify Practitioner Team & Rate,4.13,Identify Office Staff Availability,Inherited,VP of Ops,Project Mgt,Director of Operations Field,VP of Ops,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,396
4-13-4,4.13.4,4.13,4,Notice to Launch,3,Task,Assign Coordinator(s),4.13,Identify Office Staff Availability,Inherited,VP of Ops,Project Mgt,Director of Operations Field,VP of Ops,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,397
4-13-5,4.13.5,4.13,4,Notice to Launch,3,Task,Assign Administrative Team,4.13,Identify Office Staff Availability,Inherited,VP of Ops,Project Mgt,Director of Operations Field,VP of Ops,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,398
4-13-6,4.13.6,4.13,4,Notice to Launch,3,Task,Notify Accounting of Office Staff to Deploy & Rate,4.13,Identify Office Staff Availability,Inherited,VP of Ops,Project Mgt,Director of Operations Field,VP of Ops,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,399
4-13-7,4.13.7,4.13,4,Notice to Launch,3,Task,Notify Accounting of Non-Billable Personnel,4.13,Identify Office Staff Availability,Inherited,VP of Ops,Project Mgt,Director of Operations Field,VP of Ops,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,400
4-14,4.14,4,4,Notice to Launch,2,Process,On-Site Field Documents,4.14,On-Site Field Documents,Direct,Operations Field,Project Mgt,Director of Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Process Record,Not Started,Normal,Yes,401
4-14-1,4.14.1,4.14,4,Notice to Launch,3,Task,Per Diem,4.14,On-Site Field Documents,Inherited,Operations Field,Project Mgt,Director of Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,402
4-14-2,4.14.2,4.14,4,Notice to Launch,3,Task,Coordinator Doc,4.14,On-Site Field Documents,Inherited,Operations Field,Project Mgt,Director of Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,403
4-14-3,4.14.3,4.14,4,Notice to Launch,3,Task,Rooster / Staffing,4.14,On-Site Field Documents,Inherited,Operations Field,Project Mgt,Director of Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,404
4-14-4,4.14.4,4.14,4,Notice to Launch,3,Task,Rooming List,4.14,On-Site Field Documents,Inherited,Operations Field,Project Mgt,Director of Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,405
4-14-5,4.14.5,4.14,4,Notice to Launch,3,Task,Car Rental Log,4.14,On-Site Field Documents,Inherited,Operations Field,Project Mgt,Director of Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,406
4-14-6,4.14.6,4.14,4,Notice to Launch,3,Task,Equipment Issued,4.14,On-Site Field Documents,Inherited,Operations Field,Project Mgt,Director of Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,407
4-14-7,4.14.7,4.14,4,Notice to Launch,3,Task,Removed Tab,4.14,On-Site Field Documents,Inherited,Operations Field,Project Mgt,Director of Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,408
4-14-8,4.14.8,4.14,4,Notice to Launch,3,Task,Admin Team,4.14,On-Site Field Documents,Inherited,Operations Field,Project Mgt,Director of Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,409
4-14-9,4.14.9,4.14,4,Notice to Launch,3,Task,Discuss On-Site Final Security Assessment,4.14,On-Site Field Documents,Inherited,Operations Field,Project Mgt,Director of Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,410
4-15,4.15,4,4,Notice to Launch,2,Process,Security Licensing (Sec),4.15,Security Licensing (Sec),Direct,Operations Field,Project Mgt,Director of Operations Field,Director of Operations Field,Operations Staffing,Gate 4 - Deployment Readiness Approved,Process Record,Not Started,Normal,Yes,411
4-15-1,4.15.1,4.15,4,Notice to Launch,3,Task,Validate Licensing,4.15,Security Licensing (Sec),Inherited,Operations Field,Project Mgt,Director of Operations Field,Director of Operations Field,Operations Staffing,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,412
4-16,4.16,4,4,Notice to Launch,2,Process,Virtual Review of Property,4.16,Virtual Review of Property,Direct,Operations Field,Account Manager,Director of Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Process Record,Not Started,Normal,Yes,413
4-16-1,4.16.1,4.16,4,Notice to Launch,3,Task,Logistic Discussion (Drop Off / Pick Up),4.16,Virtual Review of Property,Inherited,Operations Field,Account Manager,Director of Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,414
4-16-2,4.16.2,4.16,4,Notice to Launch,3,Task,Discuss Pick Line(s) Proximity,4.16,Virtual Review of Property,Inherited,Operations Field,Account Manager,Director of Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,415
4-16-3,4.16.3,4.16,4,Notice to Launch,3,Task,Discuss On-Site Transportation Plan,4.16,Virtual Review of Property,Inherited,Operations Field,Account Manager,Director of Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,416
4-17,4.17,4,4,Notice to Launch,2,Process,Determine Vans or Buses to use,4.17,Determine Vans or Buses to use,Direct,Operations Field,Account Manager,Director of Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Process Record,Not Started,Normal,Yes,417
4-17-1,4.17.1,4.17,4,Notice to Launch,3,Task,Establish Push Schedule,4.17,Determine Vans or Buses to use,Inherited,Operations Field,Account Manager,Director of Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,418
4-17-2,4.17.2,4.17,4,Notice to Launch,3,Task,Establish Morning Gathering Area & Time,4.17,Determine Vans or Buses to use,Inherited,Operations Field,Account Manager,Director of Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,419
4-17-3,4.17.3,4.17,4,Notice to Launch,3,Task,Determine Facility Staging Area for Day 1,4.17,Determine Vans or Buses to use,Inherited,Operations Field,Account Manager,Director of Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,420
4-17-4,4.17.4,4.17,4,Notice to Launch,3,Task,Confirm Buses can make the drive (if applicable),4.17,Determine Vans or Buses to use,Inherited,Operations Field,Account Manager,Director of Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,421
4-17-5,4.17.5,4.17,4,Notice to Launch,3,Task,Discuss End of Shift Departure Location,4.17,Determine Vans or Buses to use,Inherited,Operations Field,Account Manager,Director of Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,422
4-17-6,4.17.6,4.17,4,Notice to Launch,3,Task,Discuss End of Job Departure Process,4.17,Determine Vans or Buses to use,Inherited,Operations Field,Account Manager,Director of Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,423
4-17-7,4.17.7,4.17,4,Notice to Launch,3,Task,Determine Badging Report Requirements,4.17,Determine Vans or Buses to use,Inherited,Operations Field,Account Manager,Director of Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,424
4-18,4.18,4,4,Notice to Launch,2,Process,Determine Badging Distribution Process,4.18,Determine Badging Distribution Process,Direct,Project Mgt,Operations Staffing,Operations Field,Director of Operations Field,Project Management,Gate 4 - Deployment Readiness Approved,Process Record,Not Started,Normal,Yes,425
4-19,4.19,4,4,Notice to Launch,2,Process,Determine Number of Lap Tops Needed On-Site,4.19,Determine Number of Lap Tops Needed On-Site,Direct,Operations Field,Director of Operations Field,Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Process Record,Not Started,Normal,Yes,426
4-20,4.20,4,4,Notice to Launch,2,Process,HC: Training Lap Tops,4.20,HC: Training Lap Tops,Direct,Admin Operations,Project Mgt,Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Process Record,Not Started,Normal,Yes,427
4-21,4.21,4,4,Notice to Launch,2,Process,Sec: Evidence Computers,4.21,Sec: Evidence Computers,Direct,Operations Field,Project Mgt,Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Process Record,Not Started,Normal,Yes,428
4-22,4.22,4,4,Notice to Launch,2,Process,Determine Network Setup for Job,4.21,Sec: Evidence Computers,Inherited,Operations Field,Project Mgt,Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Process Record,Not Started,Normal,Yes,429
4-23,4.23,4,4,Notice to Launch,2,Process,Determine Security Equipment Needs,4.21,Sec: Evidence Computers,Inherited,Operations Field,Project Mgt,Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Process Record,Not Started,Normal,Yes,430
4-24,4.24,4,4,Notice to Launch,2,Process,How many cameras need to be deployed,4.24,How many cameras need to be deployed,Direct,Operations Field,Project Mgt,Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Process Record,Not Started,Normal,Yes,431
4-24-1,4.24.1,4.24,4,Notice to Launch,3,Task,Provide 2 SD cards per Camera,4.24,How many cameras need to be deployed,Inherited,Operations Field,Project Mgt,Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,432
4-24-2,4.24.2,4.24,4,Notice to Launch,3,Task,Determine what Uniforms Need to be provided,4.24,How many cameras need to be deployed,Inherited,Operations Field,Project Mgt,Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,433
4-25,4.25,4,4,Notice to Launch,2,Process,Uniform Parts based on weather,4.25,Uniform Parts based on weather,Direct,Operations Field,Project Mgt,Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Process Record,Not Started,Normal,Yes,434
4-25-1,4.25.1,4.25,4,Notice to Launch,3,Task,Which Safety Equipment will be needed,4.25,Uniform Parts based on weather,Inherited,Operations Field,Project Mgt,Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,435
4-25-2,4.25.2,4.25,4,Notice to Launch,3,Task,What Health Equipment / PPE,4.25,Uniform Parts based on weather,Inherited,Operations Field,Project Mgt,Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,436
4-26,4.26,4,4,Notice to Launch,2,Process,Determine how many Per Diem Cards are needed,4.26,Determine how many Per Diem Cards are needed,Direct,Operations Field,Project Mgt,Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Process Record,Not Started,Normal,Yes,437
4-27,4.27,4,4,Notice to Launch,2,Process,Are COVID Screens Needed,4.27,Are COVID Screens Needed,Direct,Operations Staffing,Project Mgt,Operations Field,Director of Operations Field,Operations Staffing,Gate 4 - Deployment Readiness Approved,Process Record,Not Started,Normal,Yes,438
4-28,4.28,4,4,Notice to Launch,2,Process,Are Drug Screens Needed,4.28,Are Drug Screens Needed,Direct,Operations Staffing,Project Mgt,Operations Field,Director of Operations Field,Operations Staffing,Gate 4 - Deployment Readiness Approved,Process Record,Not Started,Normal,Yes,439
4-29,4.29,4,4,Notice to Launch,2,Process,Pre Deployment run Through,4.29,Pre Deployment run Through,Direct,Operations Field,Project Mgt,Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Process Record,Not Started,Normal,Yes,440
4-29-1,4.29.1,4.29,4,Notice to Launch,3,Task,Identify On-Site Printing Needs,4.29,Pre Deployment run Through,Inherited,Operations Field,Project Mgt,Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,441
4-29-2,4.29.2,4.29,4,Notice to Launch,3,Task,Confirm Hardware Needs,4.29,Pre Deployment run Through,Inherited,Operations Field,Project Mgt,Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,442
4-29-3,4.29.3,4.29,4,Notice to Launch,3,Task,Provide Admin Team Hotel & Facility Addresses,4.29,Pre Deployment run Through,Inherited,Operations Field,Project Mgt,Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,443
4-29-4,4.29.4,4.29,4,Notice to Launch,3,Task,Software Setup,4.29,Pre Deployment run Through,Inherited,Operations Field,Project Mgt,Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,444
4-29-5,4.29.5,4.29,4,Notice to Launch,3,Task,Determine who has On-Site Clocking Access,4.29,Pre Deployment run Through,Inherited,Operations Field,Project Mgt,Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,445
4-29-5-1,4.29.5.1,4.29.5,4,Notice to Launch,4,Subtask,Set up Time Tracking (TT) Tool,4.29,Pre Deployment run Through,Inherited,Operations Field,Project Mgt,Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,446
4-29-6,4.29.6,4.29,4,Notice to Launch,3,Task,Create Replacement Record in TT Tool,4.29,Pre Deployment run Through,Inherited,Operations Field,Project Mgt,Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,447
4-29-6-1,4.29.6.1,4.29.6,4,Notice to Launch,4,Subtask,Assign Replacement to Project in TT Tool,4.29,Pre Deployment run Through,Inherited,Operations Field,Project Mgt,Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,448
4-29-6-2,4.29.6.2,4.29.6,4,Notice to Launch,4,Subtask,Provide Payroll the Rooster,4.29,Pre Deployment run Through,Inherited,Operations Field,Project Mgt,Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,449
4-29-6-3,4.29.6.3,4.29.6,4,Notice to Launch,4,Subtask,Payroll creates replacement in HCM,4.29,Pre Deployment run Through,Inherited,Operations Field,Project Mgt,Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,450
4-29-6-4,4.29.6.4,4.29.6,4,Notice to Launch,4,Subtask,Payroll notes in Recruiting Doc completed status,4.29,Pre Deployment run Through,Inherited,Operations Field,Project Mgt,Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,451
4-29-6-5,4.29.6.5,4.29.6,4,Notice to Launch,4,Subtask,Set up Email / Texting Availability,4.29,Pre Deployment run Through,Inherited,Operations Field,Project Mgt,Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,452
4-29-6-6,4.29.6.6,4.29.6,4,Notice to Launch,4,Subtask,Confirm On-Site Project Coordinator has access to email,4.29,Pre Deployment run Through,Inherited,Operations Field,Project Mgt,Operations Field,Director of Operations Field,Operations Field,Gate 4 - Deployment Readiness Approved,Checklist Item,Not Started,Normal,Yes,453
